figure	element	bbox	violation_type	status
Fig2	text:panel_title:B:Leave-one-cohort-out estimates	120.5,294.2,309.7,306.2	NONE	PASS
Fig2	font:panel_title:B:Leave-one-cohort-out estimates	120.5,294.2,309.7,306.2	NONE	PASS
Fig2	text:panel_label:C:C	342.2,300.9,353.2,314.9	NONE	PASS
Fig2	font:panel_label:C:C	342.2,300.9,353.2,314.9	NONE	PASS
Fig2	text:53:k=16	460.4,272.2,485.0,282.2	NONE	PASS
Fig2	font:53:k=16	460.4,272.2,485.0,282.2	NONE	PASS
Fig2	text:54:k=13	471.5,183.0,496.2,193.0	NONE	PASS
Fig2	font:54:k=13	471.5,183.0,496.2,193.0	NONE	PASS
Fig2	text:55:k=2	442.8,93.7,461.1,103.7	NONE	PASS
Fig2	font:55:k=2	442.8,93.7,461.1,103.7	NONE	PASS
Fig2	text:56:Pooled Hedges g (95% CI)	348.9,52.5,497.6,64.5	NONE	PASS
Fig2	font:56:Pooled Hedges g (95% CI)	348.9,52.5,497.6,64.5	NONE	PASS
Fig2	text:57:−2	337.0,70.1,349.7,80.1	NONE	PASS
Fig2	font:57:−2	337.0,70.1,349.7,80.1	NONE	PASS
Fig2	text:58:0	400.6,70.1,406.7,80.1	NONE	PASS
Fig2	font:58:0	400.6,70.1,406.7,80.1	NONE	PASS
Fig2	text:59:2	460.8,70.1,467.1,80.1	NONE	PASS
Fig2	font:59:2	460.8,70.1,467.1,80.1	NONE	PASS
Fig2	text:60:4	521.2,70.1,527.3,80.1	NONE	PASS
Fig2	font:60:4	521.2,70.1,527.3,80.1	NONE	PASS
Fig2	"text:61:Broad retinal
contexts"	286.7,264.6,350.2,286.2	NONE	PASS
Fig2	"font:61:Broad retinal
contexts"	286.7,264.6,350.2,286.2	NONE	PASS
Fig2	"text:62:Whole retina /
lysate"	281.2,175.4,350.2,197.0	NONE	PASS
Fig2	"font:62:Whole retina /
lysate"	281.2,175.4,350.2,197.0	NONE	PASS
Fig2	"text:63:Enriched /
isolated cells"	286.3,86.1,350.2,107.7	NONE	PASS
Fig2	"font:63:Enriched /
isolated cells"	286.3,86.1,350.2,107.7	NONE	PASS
Fig2	text:panel_title:C:Compartment sensitivity	359.9,294.2,505.8,306.2	NONE	PASS
Fig2	font:panel_title:C:Compartment sensitivity	359.9,294.2,505.8,306.2	NONE	PASS
Fig2	text:panel_label:D:D	563.4,300.9,574.4,314.9	NONE	PASS
Fig2	font:panel_label:D:D	563.4,300.9,574.4,314.9	NONE	PASS
Fig2	text:66:k=2	668.1,244.7,686.5,254.7	NONE	PASS
Fig2	font:66:k=2	668.1,244.7,686.5,254.7	NONE	PASS
Fig2	text:67:Pooled Hedges g (95% CI)	560.0,52.5,708.7,64.5	NONE	PASS
Fig2	font:67:Pooled Hedges g (95% CI)	560.0,52.5,708.7,64.5	NONE	PASS
Fig2	text:68:−40	544.2,70.1,563.0,80.1	NONE	PASS
Fig2	font:68:−40	544.2,70.1,563.0,80.1	NONE	PASS
Fig2	text:69:−20	583.1,70.1,602.0,80.1	NONE	PASS
Fig2	font:69:−20	583.1,70.1,602.0,80.1	NONE	PASS
Fig2	text:70:0	628.4,70.1,634.5,80.1	NONE	PASS
Fig2	font:70:0	628.4,70.1,634.5,80.1	NONE	PASS
Fig2	text:71:20	664.2,70.1,676.6,80.1	NONE	PASS
Fig2	font:71:20	664.2,70.1,676.6,80.1	NONE	PASS
Fig2	text:72:40	703.2,70.1,715.4,80.1	NONE	PASS
Fig2	font:72:40	703.2,70.1,715.4,80.1	NONE	PASS
Fig2	"text:73:GSE234447 +
GSE315511"	499.2,175.4,569.2,197.0	NONE	PASS
Fig2	"font:73:GSE234447 +
GSE315511"	499.2,175.4,569.2,197.0	NONE	PASS
Fig2	text:panel_title:D:Strict-unit sensitivity	578.9,294.2,702.6,306.2	NONE	PASS
Fig2	font:panel_title:D:Strict-unit sensitivity	578.9,294.2,702.6,306.2	NONE	PASS
Fig2	panel_label_title:A	40.7,825.6,51.7,839.6	NONE	PASS
Fig2	panel_label_title:B	99.9,300.9,110.9,314.9	NONE	PASS
Fig2	panel_label_title:C	342.2,300.9,353.2,314.9	NONE	PASS
Fig2	panel_label_title:D	563.4,300.9,574.4,314.9	NONE	PASS
Fig2	tick_neighbor:axes0:0:−2	114.1,430.2,126.8,440.2	NONE	PASS
Fig2	tick_neighbor:axes0:1:0	256.3,430.2,262.4,440.2	NONE	PASS
Fig2	tick_neighbor:axes0:2:2	395.1,430.2,401.3,440.2	NONE	PASS
Fig2	tick_neighbor:axes0:3:4	534.0,430.2,540.1,440.2	NONE	PASS
Fig2	tick_neighbor:axes0:4:6	672.8,430.2,679.1,440.2	NONE	PASS
Fig2	tick_neighbor:axes0:5:GSE315511	50.1,483.2,110.7,493.2	NONE	PASS
Fig2	tick_neighbor:axes0:6:GSE132731	50.0,502.8,110.7,512.8	NONE	PASS
Fig2	tick_neighbor:axes0:7:GSE135844	50.2,522.4,110.7,532.4	NONE	PASS
Fig2	tick_neighbor:axes0:8:GSE216676	50.0,542.1,110.7,552.1	NONE	PASS
Fig2	tick_neighbor:axes0:9:GSE124956	50.2,561.7,110.7,571.7	NONE	PASS
Fig2	tick_neighbor:axes0:10:GSE194176	50.2,581.4,110.7,591.4	NONE	PASS
Fig2	tick_neighbor:axes0:11:GSE230668	50.0,601.0,110.7,611.0	NONE	PASS
Fig2	tick_neighbor:axes0:12:GSE130400	50.4,620.6,110.7,630.6	NONE	PASS
Fig2	tick_neighbor:axes0:13:PRJNA1347474	31.2,640.3,110.7,650.3	NONE	PASS
Fig2	tick_neighbor:axes0:14:GSE123945	50.2,659.9,110.7,669.9	NONE	PASS
Fig2	tick_neighbor:axes0:15:GSE301407	50.4,679.5,110.7,689.5	NONE	PASS
Fig2	tick_neighbor:axes0:16:PRJNA1227125	30.9,699.2,110.7,709.2	NONE	PASS
Fig2	tick_neighbor:axes0:17:GSE241239	50.1,718.8,110.7,728.8	NONE	PASS
Fig2	tick_neighbor:axes0:18:GSE158799	50.4,738.4,110.7,748.4	NONE	PASS
Fig2	tick_neighbor:axes0:19:GSE289223	50.0,758.1,110.7,768.1	NONE	PASS
Fig2	tick_neighbor:axes0:20:GSE234447	50.4,777.7,110.7,787.7	NONE	PASS
Fig2	tick_neighbor:axes0:21:REML/HK pooled	24.9,458.6,110.7,468.6	NONE	PASS
Fig2	tick_neighbor:axes1:0:−1	51.9,70.1,64.7,80.1	NONE	PASS
Fig2	tick_neighbor:axes1:1:0	124.1,70.1,130.2,80.1	NONE	PASS
Fig2	tick_neighbor:axes1:2:1	192.9,70.1,199.1,80.1	NONE	PASS
Fig2	tick_neighbor:axes1:3:2	261.7,70.1,268.0,80.1	NONE	PASS
Fig2	tick_neighbor:axes1:4:3	330.5,70.1,336.8,80.1	NONE	PASS
Fig2	tick_neighbor:axes1:5:GSE234447	50.4,92.7,110.7,102.7	NONE	PASS
Fig2	tick_neighbor:axes1:6:GSE241239	50.1,104.6,110.7,114.6	NONE	PASS
Fig2	tick_neighbor:axes1:7:GSE289223	50.0,116.5,110.7,126.5	NONE	PASS
Fig2	tick_neighbor:axes1:8:GSE158799	50.4,128.4,110.7,138.4	NONE	PASS
Fig2	tick_neighbor:axes1:9:PRJNA1227125	30.9,140.3,110.7,150.3	NONE	PASS
Fig2	tick_neighbor:axes1:10:GSE301407	50.4,152.2,110.7,162.2	NONE	PASS
Fig2	tick_neighbor:axes1:11:PRJNA1347474	31.2,164.1,110.7,174.1	NONE	PASS
Fig2	tick_neighbor:axes1:12:GSE123945	50.2,176.0,110.7,186.0	NONE	PASS
Fig2	tick_neighbor:axes1:13:GSE230668	50.0,187.9,110.7,197.9	NONE	PASS
Fig2	tick_neighbor:axes1:14:GSE194176	50.2,199.8,110.7,209.8	NONE	PASS
Fig2	tick_neighbor:axes1:15:GSE130400	50.4,211.7,110.7,221.7	NONE	PASS
Fig2	tick_neighbor:axes1:16:GSE216676	50.0,223.6,110.7,233.6	NONE	PASS
Fig2	tick_neighbor:axes1:17:GSE124956	50.2,235.5,110.7,245.5	NONE	PASS
Fig2	tick_neighbor:axes1:18:GSE135844	50.2,247.4,110.7,257.4	NONE	PASS
Fig2	tick_neighbor:axes1:19:GSE315511	50.1,259.3,110.7,269.3	NONE	PASS
Fig2	tick_neighbor:axes1:20:GSE132731	50.0,271.2,110.7,281.2	NONE	PASS
Fig2	tick_neighbor:axes2:0:−2	337.0,70.1,349.7,80.1	NONE	PASS
Fig2	tick_neighbor:axes2:1:0	400.6,70.1,406.7,80.1	NONE	PASS
Fig2	tick_neighbor:axes2:2:2	460.8,70.1,467.1,80.1	NONE	PASS
Fig2	tick_neighbor:axes2:3:4	521.2,70.1,527.3,80.1	NONE	PASS
Fig2	"tick_neighbor:axes2:4:Broad retinal
contexts"	286.7,264.6,350.2,286.2	NONE	PASS
Fig2	"tick_neighbor:axes2:5:Whole retina /
lysate"	281.2,175.4,350.2,197.0	NONE	PASS
Fig2	"tick_neighbor:axes2:6:Enriched /
isolated cells"	286.3,86.1,350.2,107.7	NONE	PASS
Fig2	tick_neighbor:axes3:0:−40	544.2,70.1,563.0,80.1	NONE	PASS
Fig2	tick_neighbor:axes3:1:−20	583.1,70.1,602.0,80.1	NONE	PASS
Fig2	tick_neighbor:axes3:2:0	628.4,70.1,634.5,80.1	NONE	PASS
Fig2	tick_neighbor:axes3:3:20	664.2,70.1,676.6,80.1	NONE	PASS
Fig2	tick_neighbor:axes3:4:40	703.2,70.1,715.4,80.1	NONE	PASS
Fig2	"tick_neighbor:axes3:5:GSE234447 +
GSE315511"	499.2,175.4,569.2,197.0	NONE	PASS
Fig2	legend_axes:0	175.6,380.0,634.7,398.9	NONE	PASS
