figure	element	bbox	violation_type	status
S1	panel_label_title:F	224.7,263.9,233.9,277.9	NONE	PASS
S1	panel_label_title:G	401.1,263.9,412.9,277.9	NONE	PASS
S1	panel_label_title:H	577.4,263.9,588.4,277.9	NONE	PASS
S1	tick_neighbor:axes0:0:Normoxia	61.2,323.0,108.9,333.0	NONE	PASS
S1	tick_neighbor:axes0:1:OIR	160.8,323.0,180.3,333.0	NONE	PASS
S1	tick_neighbor:axes0:2:−2	43.2,334.5,56.0,344.5	NONE	PASS
S1	tick_neighbor:axes0:3:−1	43.2,383.9,56.0,393.9	NONE	PASS
S1	tick_neighbor:axes0:4:0	49.9,433.4,56.0,443.4	NONE	PASS
S1	tick_neighbor:axes0:5:1	49.7,482.9,56.0,492.9	NONE	PASS
S1	tick_neighbor:axes0:6:2	49.7,532.4,56.0,542.4	NONE	PASS
S1	tick_neighbor:axes1:0:Normoxia	237.5,323.0,285.3,333.0	NONE	PASS
S1	tick_neighbor:axes1:1:OIR	337.2,323.0,356.7,333.0	NONE	PASS
S1	tick_neighbor:axes1:2:−2	219.6,331.9,232.4,341.9	NONE	PASS
S1	tick_neighbor:axes1:3:−1	219.6,379.8,232.4,389.8	NONE	PASS
S1	tick_neighbor:axes1:4:0	226.2,427.6,232.4,437.6	NONE	PASS
S1	tick_neighbor:axes1:5:1	226.1,475.5,232.4,485.5	NONE	PASS
S1	tick_neighbor:axes1:6:2	226.1,523.4,232.4,533.4	NONE	PASS
S1	tick_neighbor:axes2:0:Normoxia	413.9,323.0,461.7,333.0	NONE	PASS
S1	tick_neighbor:axes2:1:OIR	513.6,323.0,533.1,333.0	NONE	PASS
S1	tick_neighbor:axes2:2:−2.5	386.9,313.3,408.7,323.3	NONE	PASS
S1	tick_neighbor:axes2:3:−2.0	386.9,339.4,408.7,349.4	NONE	PASS
S1	tick_neighbor:axes2:4:−1.5	386.9,365.6,408.7,375.6	NONE	PASS
S1	tick_neighbor:axes2:5:−1.0	386.9,391.8,408.7,401.8	NONE	PASS
S1	tick_neighbor:axes2:6:−0.5	387.0,417.9,408.7,427.9	NONE	PASS
S1	tick_neighbor:axes2:7:0.0	393.5,444.1,408.7,454.1	NONE	PASS
S1	tick_neighbor:axes2:8:0.5	393.5,470.3,408.7,480.3	NONE	PASS
S1	tick_neighbor:axes2:9:1.0	393.4,496.4,408.7,506.4	NONE	PASS
S1	tick_neighbor:axes2:10:1.5	393.4,522.6,408.7,532.6	NONE	PASS
S1	tick_neighbor:axes3:0:Normoxia	590.3,323.0,638.0,333.0	NONE	PASS
S1	tick_neighbor:axes3:1:OIR	690.0,323.0,709.5,333.0	NONE	PASS
S1	tick_neighbor:axes3:2:−3	572.4,300.3,585.1,310.3	NONE	PASS
S1	tick_neighbor:axes3:3:−2	572.4,343.2,585.1,353.2	NONE	PASS
S1	tick_neighbor:axes3:4:−1	572.4,386.2,585.1,396.2	NONE	PASS
S1	tick_neighbor:axes3:5:0	579.0,429.1,585.1,439.1	NONE	PASS
S1	tick_neighbor:axes3:6:1	578.9,472.1,585.1,482.1	NONE	PASS
S1	tick_neighbor:axes3:7:2	578.9,515.0,585.1,525.0	NONE	PASS
S1	tick_neighbor:axes4:0:Normoxia	61.2,53.7,108.9,63.7	NONE	PASS
S1	tick_neighbor:axes4:1:OIR	160.8,53.7,180.3,63.7	NONE	PASS
S1	tick_neighbor:axes4:2:−1.0	34.1,43.4,56.0,53.4	NONE	PASS
S1	tick_neighbor:axes4:3:−0.5	34.2,69.2,56.0,79.2	NONE	PASS
S1	tick_neighbor:axes4:4:0.0	40.7,95.0,56.0,105.0	NONE	PASS
S1	tick_neighbor:axes4:5:0.5	40.7,120.8,56.0,130.8	NONE	PASS
S1	tick_neighbor:axes4:6:1.0	40.6,146.5,56.0,156.5	NONE	PASS
S1	tick_neighbor:axes4:7:1.5	40.6,172.3,56.0,182.3	NONE	PASS
S1	tick_neighbor:axes4:8:2.0	40.6,198.1,56.0,208.1	NONE	PASS
S1	tick_neighbor:axes4:9:2.5	40.6,223.9,56.0,233.9	NONE	PASS
S1	tick_neighbor:axes4:10:3.0	40.6,249.7,56.0,259.7	NONE	PASS
S1	tick_neighbor:axes5:0:Normoxia	237.5,53.7,285.3,63.7	NONE	PASS
S1	tick_neighbor:axes5:1:OIR	337.2,53.7,356.7,63.7	NONE	PASS
S1	tick_neighbor:axes5:2:−2.0	210.5,57.8,232.4,67.8	NONE	PASS
S1	tick_neighbor:axes5:3:−1.5	210.5,85.4,232.4,95.4	NONE	PASS
S1	tick_neighbor:axes5:4:−1.0	210.5,112.9,232.4,122.9	NONE	PASS
S1	tick_neighbor:axes5:5:−0.5	210.6,140.4,232.4,150.4	NONE	PASS
S1	tick_neighbor:axes5:6:0.0	217.1,168.0,232.4,178.0	NONE	PASS
S1	tick_neighbor:axes5:7:0.5	217.1,195.5,232.4,205.5	NONE	PASS
S1	tick_neighbor:axes5:8:1.0	217.0,223.1,232.4,233.1	NONE	PASS
S1	tick_neighbor:axes5:9:1.5	217.0,250.6,232.4,260.6	NONE	PASS
S1	tick_neighbor:axes6:0:Normoxia	413.9,53.7,461.7,63.7	NONE	PASS
S1	tick_neighbor:axes6:1:OIR	513.6,53.7,533.1,63.7	NONE	PASS
S1	tick_neighbor:axes6:2:−1.5	386.9,64.0,408.7,74.0	NONE	PASS
S1	tick_neighbor:axes6:3:−1.0	386.9,90.8,408.7,100.8	NONE	PASS
S1	tick_neighbor:axes6:4:−0.5	387.0,117.5,408.7,127.5	NONE	PASS
S1	tick_neighbor:axes6:5:0.0	393.5,144.3,408.7,154.3	NONE	PASS
S1	tick_neighbor:axes6:6:0.5	393.5,171.0,408.7,181.0	NONE	PASS
S1	tick_neighbor:axes6:7:1.0	393.4,197.8,408.7,207.8	NONE	PASS
S1	tick_neighbor:axes6:8:1.5	393.4,224.6,408.7,234.6	NONE	PASS
S1	tick_neighbor:axes6:9:2.0	393.4,251.3,408.7,261.3	NONE	PASS
S1	tick_neighbor:axes7:0:Normoxia	590.3,53.7,638.0,63.7	NONE	PASS
S1	tick_neighbor:axes7:1:OIR	690.0,53.7,709.5,63.7	NONE	PASS
S1	tick_neighbor:axes7:2:−2.0	563.2,44.6,585.1,54.6	NONE	PASS
S1	tick_neighbor:axes7:3:−1.5	563.2,73.9,585.1,83.9	NONE	PASS
S1	tick_neighbor:axes7:4:−1.0	563.2,103.1,585.1,113.1	NONE	PASS
S1	tick_neighbor:axes7:5:−0.5	563.4,132.4,585.1,142.4	NONE	PASS
S1	tick_neighbor:axes7:6:0.0	569.9,161.6,585.1,171.6	NONE	PASS
S1	tick_neighbor:axes7:7:0.5	569.9,190.9,585.1,200.9	NONE	PASS
S1	tick_neighbor:axes7:8:1.0	569.7,220.1,585.1,230.1	NONE	PASS
S1	tick_neighbor:axes7:9:1.5	569.7,249.4,585.1,259.4	NONE	PASS
